name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
TERACT,FR001400BMH7,TRACT,Euronext Paris,EUR,0.97,2025-08-22,0.97,4096.0,3976.614,TRACT,SMART,0.95,CLOSE_TICKER,,,,,0.95,2025-08-28T21:22:06.157728,OK,ISIN:FR001400BMH7->TRACT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TERACT BS,FR0014000TB2,TERBS,Euronext Paris,EUR,0.001,2025-08-22,0.001,17237.0,17.24,TERBS,SMART,0.001,CLOSE_TICKER,,,,,0.001,2025-08-28T21:22:07.385618,OK,ISIN:FR0014000TB2->TERBS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TF1,FR0000054900,TFI,Euronext Paris,EUR,8.585,2025-08-22,8.585,100820.0,862685.645,TFI,SMART,8.33,CLOSE_TICKER,,,,,8.33,2025-08-28T21:22:08.754407,OK,ISIN:FR0000054900->TFI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TFF GROUP,FR0013295789,TFF,Euronext Paris,EUR,17.25,2025-08-22,17.25,9131.0,156644.95,TFF,SMART,16.7,CLOSE_TICKER,,,,,16.7,2025-08-28T21:22:10.077686,OK,ISIN:FR0013295789->TFF@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
THALES,FR0000121329,HO,Euronext Paris,EUR,232.3,2025-08-22,232.3,256403.0,59489941.2,HO,SMART,227.2,CLOSE_TICKER,,,,,227.2,2025-08-28T21:22:11.466267,OK,ISIN:FR0000121329->HO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
THERMADOR GROUPE,FR0013333432,THEP,Euronext Paris,EUR,79.0,2025-08-22,79,806.0,63635.2,THEP,SMART,76.9,CLOSE_TICKER,,,,,76.9,2025-08-28T21:22:12.789410,OK,ISIN:FR0013333432->THEP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TIKEHAU CAPITAL,FR0013230612,TKO,Euronext Paris,EUR,20.15,2025-08-22,20.15,40009.0,804270.05,TKO,SMART,19.56,CLOSE_TICKER,,,,,19.56,2025-08-28T21:22:14.096634,OK,ISIN:FR0013230612->TKO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TITAN S.A.,BE0974338700,TITC,"Euronext Brussels, Paris",EUR,38.0,2025-08-22,38,9642.0,365817.1,TITC,SMART,37.5,CLOSE_TICKER,,,,,37.5,2025-08-28T21:22:15.278439,OK,ISIN:BE0974338700->TITC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TOTALENERGIES,FR0000120271,TTE,"Euronext Paris, Brussels",EUR,54.63,2025-08-22,54.63,2617485.0,143100250.925,TTE,SMART,53.21,CLOSE_TICKER,,,,,53.21,2025-08-28T21:22:16.662838,OK,ISIN:FR0000120271->TTE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TotalEnergiesGabon,GA0000121459,EC,Euronext Paris,EUR,184.0,2025-08-22,184,627.0,115895.5,EC,SMART,184.0,CLOSE_TICKER,,,,,184.0,2025-08-28T21:22:18.067092,OK,ISIN:GA0000121459->EC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TOUR EIFFEL,FR0000036816,EIFF,Euronext Paris,EUR,4.89,2025-08-22,4.89,727.0,3558.44,EIFF,SMART,4.89,CLOSE_TICKER,,,,,4.89,2025-08-28T21:22:19.344075,OK,ISIN:FR0000036816->EIFF@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TRANSGENE,FR0005175080,TNG,Euronext Paris,EUR,1.045,2025-08-22,1.045,37592.0,39412.285,TNG,SMART,0.972,CLOSE_TICKER,,,,,0.972,2025-08-28T21:22:20.721120,OK,ISIN:FR0005175080->TNG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
TRIGANO,FR0005691656,TRI,Euronext Paris,EUR,161.3,2025-08-22,161.3,15987.0,2571003.1,TRI,SMART,151.5,CLOSE_TICKER,,,,,151.5,2025-08-28T21:22:22.030716,OK,ISIN:FR0005691656->TRI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
UBISOFT ENTERTAIN,FR0000054470,UBI,Euronext Paris,EUR,9.452,2025-08-22,9.452,441898.0,4179011.397,UBI,SMART,9.088,CLOSE_TICKER,,,,,9.088,2025-08-28T21:22:23.403710,OK,ISIN:FR0000054470->UBI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
UNIBAIL-RODAMCO-WE,FR0013326246,URW,Euronext Paris,EUR,91.7,2025-08-22,91.7,391085.0,35801774.24,URW,SMART,88.3,CLOSE_TICKER,,,,,88.3,2025-08-28T21:22:24.728403,OK,ISIN:FR0013326246->URW@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
UNION TECH.INFOR.,FR0000074197,FPG,Euronext Paris,EUR,0.093,2025-08-22,0.093,24665.0,2364.4802,FPG,SMART,0.11,CLOSE_TICKER,,,,,0.11,2025-08-28T21:22:26.006517,OK,ISIN:FR0000074197->FPG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VALEO,FR0013176526,FR,Euronext Paris,EUR,10.855,2025-08-22,10.855,906414.0,9806838.5325,FR,SMART,10.425,CLOSE_TICKER,,,,,10.425,2025-08-28T21:22:27.349702,OK,ISIN:FR0013176526->FR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VALLOUREC,FR0013506730,VK,Euronext Paris,EUR,15.885,2025-08-22,15.885,362090.0,5743901.395,VK,SMART,15.375,CLOSE_TICKER,,,,,15.375,2025-08-28T21:22:28.771933,OK,ISIN:FR0013506730->VK@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VALLOUREC BSA 21,FR00140030K7,VKBS,Euronext Paris,EUR,1.68,2025-08-22,-,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VALNEVA,FR0004056851,VLA,Euronext Paris,EUR,5.045,2025-08-22,5.045,1849104.0,9445448.885,VLA,SMART,3.774,CLOSE_TICKER,,,,,3.774,2025-08-28T21:22:30.845965,OK,ISIN:FR0004056851->VLA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VANTIVA,FR0013505062,VANTI,Euronext Paris,EUR,0.1364,2025-08-22,0.1364,222011.0,29950.1336,VANTI,SMART,0.134,CLOSE_TICKER,,,,,0.134,2025-08-28T21:22:32.186375,OK,ISIN:FR0013505062->VANTI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VEOLIA ENVIRON.,FR0000124141,VIE,Euronext Paris,EUR,30.37,2025-08-22,30.37,878942.0,26691347.33,VIE,SMART,28.34,CLOSE_TICKER,,,,,28.34,2025-08-28T21:22:33.507241,OK,ISIN:FR0000124141->VIE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VERALLIA,FR0013447729,VRLA,Euronext Paris,EUR,26.82,2025-08-22,26.82,71601.0,1917450.12,VRLA,SMART,25.5,CLOSE_TICKER,,,,,25.5,2025-08-28T21:22:34.831503,OK,ISIN:FR0013447729->VRLA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VERIMATRIX,FR0010291245,VMX,Euronext Paris,EUR,0.209,2025-08-22,0.209,23154.0,4756.82,VMX,SMART,0.202,CLOSE_TICKER,,,,,0.202,2025-08-28T21:22:36.157165,OK,ISIN:FR0010291245->VMX@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VETOQUINOL,FR0004186856,VETO,Euronext Paris,EUR,75.2,2025-08-22,75.2,1291.0,96940.4,VETO,SMART,75.4,CLOSE_TICKER,,,,,75.4,2025-08-28T21:22:37.483832,OK,ISIN:FR0004186856->VETO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VICAT,FR0000031775,VCT,Euronext Paris,EUR,60.9,2025-08-22,60.9,18793.0,1142218.2,VCT,SMART,60.2,CLOSE_TICKER,,,,,60.2,2025-08-28T21:22:38.859384,OK,ISIN:FR0000031775->VCT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VIEL ET COMPAGNIE,FR0000050049,VIL,Euronext Paris,EUR,17.25,2025-08-22,17.25,13376.0,231895.15,VIL,SMART,16.55,CLOSE_TICKER,,,,,16.55,2025-08-28T21:22:40.041007,OK,ISIN:FR0000050049->VIL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VINCI,FR0000125486,DG,Euronext Paris,EUR,129.0,2025-08-22,129,457568.0,58995196.7,DG,SMART,115.7,CLOSE_TICKER,,,,,115.7,2025-08-28T21:22:41.414475,OK,ISIN:FR0000125486->DG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VIRBAC,FR0000031577,VIRP,Euronext Paris,EUR,341.0,2025-08-22,341,2108.0,717900.0,VIRP,SMART,338.5,CLOSE_TICKER,,,,,338.5,2025-08-28T21:22:42.695932,OK,ISIN:FR0000031577->VIRP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VIRIDIEN,FR001400PVN6,VIRI,Euronext Paris,EUR,54.85,2025-08-22,54.85,46840.0,2555512.05,VIRI,SMART,54.65,CLOSE_TICKER,,,,,54.65,2025-08-28T21:22:44.131786,OK,ISIN:FR001400PVN6->VIRI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VITURA,FR0010309096,VTR,Euronext Paris,EUR,5.9,2025-08-22,5.9,1.0,5.9,VTR,SMART,5.9,CLOSE_TICKER,,,,,5.9,2025-08-28T21:22:45.471765,OK,ISIN:FR0010309096->VTR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VIVENDI SE,FR0000127771,VIV,Euronext Paris,EUR,3.144,2025-08-22,3.144,725995.0,2279392.276,VIV,SMART,3.138,CLOSE_TICKER,,,,,3.138,2025-08-28T21:22:46.782271,OK,ISIN:FR0000127771->VIV@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VOLTALIA,FR0011995588,VLTSA,Euronext Paris,EUR,7.44,2025-08-22,7.44,42052.0,311102.2975,VLTSA,SMART,6.83,CLOSE_TICKER,,,,,6.83,2025-08-28T21:22:48.101988,OK,ISIN:FR0011995588->VLTSA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VRANKEN-POMMERY,FR0000062796,VRAP,"Euronext Paris, Brussels",EUR,12.95,2025-08-22,12.95,4562.0,59028.25,VRAP,SMART,13.15,CLOSE_TICKER,,,,,13.15,2025-08-28T21:22:49.297217,OK,ISIN:FR0000062796->VRAP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
VusionGroup,FR0010282822,VU,Euronext Paris,EUR,212.6,2025-08-22,212.6,23033.0,4884255.2,VU,SMART,215.8,CLOSE_TICKER,,,,,215.8,2025-08-28T21:22:50.720387,OK,ISIN:FR0010282822->VU@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
WAGA ENERGY,FR0012532810,WAGA,Euronext Paris,EUR,21.5,2025-08-22,21.5,9208.0,198207.85,WAGA,SMART,21.45,CLOSE_TICKER,,,,,21.45,2025-08-28T21:22:52.048473,OK,ISIN:FR0012532810->WAGA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
WAVESTONE,FR0013357621,WAVE,Euronext Paris,EUR,54.7,2025-08-22,54.7,5384.0,292521.3,WAVE,SMART,49.55,CLOSE_TICKER,,,,,49.55,2025-08-28T21:22:53.228637,OK,ISIN:FR0013357621->WAVE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
WENDEL,FR0000121204,MF,Euronext Paris,EUR,85.9,2025-08-22,85.9,33776.0,2891886.225,MF,SMART,83.1,CLOSE_TICKER,,,,,83.1,2025-08-28T21:22:54.573103,OK,ISIN:FR0000121204->MF@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
WORLDLINE,FR0011981968,WLN,Euronext Paris,EUR,3.104,2025-08-22,3.104,4640066.0,14555353.191,WLN,SMART,2.869,CLOSE_TICKER,,,,,2.869,2025-08-28T21:22:55.834674,OK,ISIN:FR0011981968->WLN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
X-FAB,BE0974310428,XFAB,Euronext Paris,EUR,7.3,2025-08-22,7.3,133615.0,967815.615,XFAB,SMART,7.03,CLOSE_TICKER,,,,,7.03,2025-08-28T21:22:57.168781,OK,ISIN:BE0974310428->XFAB@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
XILAM ANIMATION,FR0004034072,XIL,Euronext Paris,EUR,3.66,2025-08-22,3.66,2998.0,10771.38,XIL,SMART,3.68,CLOSE_TICKER,,,,,3.68,2025-08-28T21:22:58.435077,OK,ISIN:FR0004034072->XIL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
YOUNITED FIN. WARR,LU2999660207,YOUNW,"Euronext Amsterdam, Paris",EUR,0.8565,2025-08-22,-,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
YOUNITED FINANCIAL,LU2999653251,YOUNI,"Euronext Amsterdam, Paris",EUR,8.35,2025-08-22,8.35,1.0,8.35,HT5,,,NO_DATA,,,,,,,NO_PRICE_DATA,NAME:YOUNITED FINANCIAL->HT5@,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ZCI LIMITED,BMG9887P1068,CV,Euronext Paris,EUR,0.2,2025-08-22,0.2,21826.0,3755.94,CV,SMART,0.33,CLOSE_TICKER,,,,,0.33,2025-08-28T21:23:02.482667,OK,ISIN:BMG9887P1068->CV@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
