name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
INTEXA,FR0000064958,ITXT,Euronext Paris,EUR,2.5,2025-08-22,2.5,35.0,87.5,ITXT,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000064958->ITXT@SMART,MARKET_OPEN (12:07)
INVENTIVA,FR0013233012,IVA,Euronext Paris,EUR,3.88,2025-08-22,3.88,165184.0,633263.8525,IVA,SMART,4.8,REALTIME_MARKET,,,473758.0,4.8,,2025-08-29T12:12:42.868814,OK,ISIN:FR0013233012->IVA@SMART,MARKET_OPEN (12:07)
IPSEN,FR0010259150,IPN,Euronext Paris,EUR,116.7,2025-08-22,116.7,55507.0,6483142.9,IPN,SMART,116.6,HISTORICAL,,,,,116.6,2025-08-29T12:12:43.756263,OK,ISIN:FR0010259150->IPN@SMART,MARKET_OPEN (12:07)
IPSOS,FR0000073298,IPS,Euronext Paris,EUR,39.0,2025-08-22,39,41699.0,1621966.64,IPS,SMART,35.86,REALTIME_MARKET,35.86,35.92,70771.0,35.86,,2025-08-29T12:12:44.424741,OK,ISIN:FR0000073298->IPS@SMART,MARKET_OPEN (12:07)
JACQUES BOGART,FR0012872141,JBOG,Euronext Paris,EUR,4.0,2025-08-22,4,211.0,839.36,JBOG,SMART,3.94,HISTORICAL,,,,,3.94,2025-08-29T12:12:45.299733,OK,ISIN:FR0012872141->JBOG@SMART,MARKET_OPEN (12:07)
JACQUET METALS,FR0000033904,JCQ,Euronext Paris,EUR,20.85,2025-08-22,20.85,2697.0,56068.5,JCQ,SMART,19.44,HISTORICAL,,,,,19.44,2025-08-29T12:12:46.164845,OK,ISIN:FR0000033904->JCQ@SMART,MARKET_OPEN (12:07)
JCDECAUX,FR0000077919,DEC,Euronext Paris,EUR,15.08,2025-08-22,15.08,101945.0,1531438.93,DEC,SMART,14.78,HISTORICAL,,,,,14.78,2025-08-29T12:12:47.025421,OK,ISIN:FR0000077919->DEC@SMART,MARKET_OPEN (12:07)
KAUFMAN ET BROAD,FR0004007813,KOF,Euronext Paris,EUR,31.35,2025-08-22,31.35,11871.0,370321.65,KOF,SMART,28.76,HISTORICAL,,,,,28.76,2025-08-29T12:12:47.909418,OK,ISIN:FR0004007813->KOF@SMART,MARKET_OPEN (12:07)
KERING,FR0000121485,KER,Euronext Paris,EUR,223.8,2025-08-22,223.8,230855.0,51460907.125,KER,SMART,233.05,REALTIME_MARKET,,,196411.0,233.05,,2025-08-29T12:12:48.588765,OK,ISIN:FR0000121485->KER@SMART,MARKET_OPEN (12:07)
KLEPIERRE,FR0000121964,LI,Euronext Paris,EUR,35.38,2025-08-22,35.38,198576.0,7021996.58,LI,SMART,33.26,HISTORICAL,,,,,33.26,2025-08-29T12:12:49.605658,OK,ISIN:FR0000121964->LI@SMART,MARKET_OPEN (12:07)
L'OREAL,FR0000120321,OR,Euronext Paris,EUR,399.0,2025-08-22,399,157925.0,63061095.0,OR,SMART,400.8,HISTORICAL,,,,,400.8,2025-08-29T12:12:50.626327,OK,ISIN:FR0000120321->OR@SMART,MARKET_OPEN (12:07)
LACROIX GROUP,FR0000066607,LACR,Euronext Paris,EUR,8.66,2025-08-22,8.66,414.0,3584.9,LACR,SMART,8.02,HISTORICAL,,,,,8.02,2025-08-29T12:12:51.502961,OK,ISIN:FR0000066607->LACR@SMART,MARKET_OPEN (12:07)
LAGARDERE SA,FR0000130213,MMB,Euronext Paris,EUR,20.65,2025-08-22,20.65,3858.0,79457.25,MMB,SMART,20.56,HISTORICAL,,,,,20.56,2025-08-29T12:12:52.368352,OK,ISIN:FR0000130213->MMB@SMART,MARKET_OPEN (12:07)
LATECOERE,FR001400JY13,LAT,Euronext Paris,EUR,0.0132,2025-08-22,0.0132,1169671.0,15318.067,LAT,SMART,0.0131,HISTORICAL,,,,,0.0131,2025-08-29T12:12:53.424482,OK,ISIN:FR001400JY13->LAT@SMART,MARKET_OPEN (12:07)
LAURENT-PERRIER,FR0006864484,LPE,Euronext Paris,EUR,93.0,2025-08-22,93,156.0,14473.2,LPE,SMART,92.5,REALTIME_MARKET,92.2,92.8,136.0,92.0,,2025-08-29T12:12:54.112615,OK,ISIN:FR0006864484->LPE@SMART,MARKET_OPEN (12:07)
LDC,FR001400SF56,LOUP,Euronext Paris,EUR,91.9,2025-08-22,91.9,2469.0,226376.95,LOUP,SMART,90.7,HISTORICAL,,,,,90.7,2025-08-29T12:12:55.022585,OK,ISIN:FR001400SF56->LOUP@SMART,MARKET_OPEN (12:07)
LECTRA,FR0000065484,LSS,Euronext Paris,EUR,24.1,2025-08-22,24.1,6368.0,153464.75,LSS,SMART,23.475,REALTIME_MARKET,23.4,23.55,12069.0,23.475,,2025-08-29T12:12:55.690536,OK,ISIN:FR0000065484->LSS@SMART,MARKET_OPEN (12:07)
LEGRAND,FR0010307819,LR,Euronext Paris,EUR,132.1,2025-08-22,132.1,400073.0,52626886.825,LR,SMART,131.2,HISTORICAL,,,,,131.2,2025-08-29T12:12:56.627963,OK,ISIN:FR0010307819->LR@SMART,MARKET_OPEN (12:07)
LHYFE,FR0014009YQ1,LHYFE,Euronext Paris,EUR,3.245,2025-08-22,3.245,5490.0,17755.505,LHYFE,SMART,3.18,HISTORICAL,,,,,3.18,2025-08-29T12:12:57.535781,OK,ISIN:FR0014009YQ1->LHYFE@SMART,MARKET_OPEN (12:07)
LINEDATA SERVICES,FR0004156297,LIN,Euronext Paris,EUR,64.4,2025-08-22,64.4,286.0,18355.2,LIN1,SMART,62.0,REALTIME_MARKET,61.0,62.0,330.0,62.0,,2025-08-29T12:12:58.202608,OK,ISIN:FR0004156297->LIN1@SMART,MARKET_OPEN (12:07)
LISI,FR0000050353,FII,Euronext Paris,EUR,45.4,2025-08-22,45.4,15649.0,706687.15,FII,SMART,45.14,HISTORICAL,,,,,45.14,2025-08-29T12:12:59.088172,OK,ISIN:FR0000050353->FII@SMART,MARKET_OPEN (12:07)
LNA SANTE,FR0004170017,LNA,Euronext Paris,EUR,31.3,2025-08-22,31.3,3677.0,114395.8,LNA,SMART,30.3,REALTIME_MARKET,30.3,30.4,1936.0,30.3,,2025-08-29T12:12:59.755376,OK,ISIN:FR0004170017->LNA@SMART,MARKET_OPEN (12:07)
LUMIBIRD,FR0000038242,LBIRD,Euronext Paris,EUR,18.2,2025-08-22,18.2,10745.0,195784.95,LBIRD,SMART,16.64,HISTORICAL,,,,,16.64,2025-08-29T12:13:02.660591,OK,ISIN:FR0000038242->LBIRD@SMART,MARKET_OPEN (12:07)
LVMH,FR0000121014,MC,Euronext Paris,EUR,495.1,2025-08-22,495.1,423115.0,208698965.7,MC,SMART,512.3,HISTORICAL,,,,,512.3,2025-08-29T12:13:08.649998,OK,ISIN:FR0000121014->MC@SMART,MARKET_OPEN (12:07)
MAAT PHARMA,FR0012634822,MAAT,Euronext Paris,EUR,5.7,2025-08-22,5.7,35345.0,197959.66,MAAT,SMART,4.61,HISTORICAL,,,,,4.61,2025-08-29T12:13:14.888859,OK,ISIN:FR0012634822->MAAT@SMART,MARKET_OPEN (12:07)
MAISONS DU MONDE,FR0013153541,MDM,Euronext Paris,EUR,1.998,2025-08-22,1.998,26719.0,54379.614,MDM,SMART,1.98,HISTORICAL,,,,,1.98,2025-08-29T12:13:20.646256,OK,ISIN:FR0013153541->MDM@SMART,MARKET_OPEN (12:07)
MALTERIES FCO-BEL.,FR0000030074,MALT,Euronext Paris,EUR,890.0,2025-08-22,890,7.0,6230.0,MALT,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000030074->MALT@SMART,MARKET_OPEN (12:07)
MANITOU BF,FR0000038606,MTU,Euronext Paris,EUR,20.5,2025-08-22,20.5,12992.0,264893.8,MTU,SMART,18.98,HISTORICAL,,,,,18.98,2025-08-29T12:13:32.663427,OK,ISIN:FR0000038606->MTU@SMART,MARKET_OPEN (12:07)
MAROC TELECOM,MA0000011488,IAM,Euronext Paris,EUR,11.4,2025-08-22,11.4,12.0,136.6,IAM,SMART,11.2,HISTORICAL,,,,,11.2,2025-08-29T12:13:33.504830,OK,ISIN:MA0000011488->IAM@SMART,MARKET_OPEN (12:07)
MAUREL ET PROM,FR0000051070,MAU,Euronext Paris,EUR,5.445,2025-08-22,5.445,228186.0,1244232.87,MAU,SMART,5.125,REALTIME_MARKET,5.115,5.135,107070.0,5.125,,2025-08-29T12:13:34.173482,OK,ISIN:FR0000051070->MAU@SMART,MARKET_OPEN (12:07)
MBWS,FR0000060873,MBWS,Euronext Paris,EUR,2.97,2025-08-22,2.97,4141.0,12136.58,MBWS,SMART,2.98,HISTORICAL,,,,,2.98,2025-08-29T12:13:36.157494,OK,ISIN:FR0000060873->MBWS@SMART,MARKET_OPEN (12:07)
MEDIA 6,FR0000064404,EDI,Euronext Paris,EUR,10.7,2025-08-22,10.7,1.0,10.7,EDI,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000064404->EDI@SMART,MARKET_OPEN (12:07)
MEDINCELL,FR0004065605,MEDCL,Euronext Paris,EUR,17.91,2025-08-22,17.91,114150.0,2076890.955,MEDCL,SMART,17.17,REALTIME_MARKET,17.17,17.19,46352.0,17.17,,2025-08-29T12:13:37.605182,OK,ISIN:FR0004065605->MEDCL@SMART,MARKET_OPEN (12:07)
MEMSCAP REGPT,FR0010298620,MEMS,Euronext Paris,EUR,3.85,2025-08-22,3.85,14306.0,55272.57,MEMS,SMART,4.0,HISTORICAL,,,,,4.0,2025-08-29T12:13:38.476110,OK,ISIN:FR0010298620->MEMS@SMART,MARKET_OPEN (12:07)
MERCIALYS,FR0010241638,MERY,Euronext Paris,EUR,11.5,2025-08-22,11.5,55210.0,633180.2,MERY,SMART,10.94,REALTIME_MARKET,10.92,10.94,78696.0,10.94,,2025-08-29T12:13:39.139702,OK,ISIN:FR0010241638->MERY@SMART,MARKET_OPEN (12:07)
MERSEN,FR0000039620,MRN,Euronext Paris,EUR,25.35,2025-08-22,25.35,52695.0,1319177.125,MRN,SMART,23.9,HISTORICAL,,,,,23.9,2025-08-29T12:13:40.012639,OK,ISIN:FR0000039620->MRN@SMART,MARKET_OPEN (12:07)
METROPOLE TV,FR0000053225,MMT,Euronext Paris,EUR,13.5,2025-08-22,13.5,121739.0,1633162.06,MMT,SMART,13.18,REALTIME_MARKET,13.18,13.2,27890.0,13.18,,2025-08-29T12:13:40.688671,OK,ISIN:FR0000053225->MMT@SMART,MARKET_OPEN (12:07)
MICHELIN,FR001400AJ45,ML,Euronext Paris,EUR,32.55,2025-08-22,32.55,1011123.0,32887565.085,ML,SMART,30.91,HISTORICAL,,,,,30.91,2025-08-29T12:13:41.578003,OK,ISIN:FR001400AJ45->ML@SMART,MARKET_OPEN (12:07)
MONCEY (FIN.) NOM.,FR001400SU99,FMONC,Euronext Paris,EUR,116.5,2025-08-22,116.5,2.0,233.0,FMONC,SMART,116.0,HISTORICAL,,,,,116.0,2025-08-29T12:13:42.488205,OK,ISIN:FR001400SU99->FMONC@SMART,MARKET_OPEN (12:07)
MONTEA,BE0003853703,MONT,"Euronext Brussels, Paris",EUR,70.0,2025-08-22,70,33783.0,2343882.2,MONT,SMART,68.5,HISTORICAL,,,,,68.5,2025-08-29T12:13:43.353698,OK,ISIN:BE0003853703->MONT@SMART,MARKET_OPEN (12:07)
MYHOTELMATCH,FR001400IE67,MHM,Euronext Paris,EUR,0.384,2025-08-22,0.384,21479.0,8152.998,MHM,SMART,0.375,HISTORICAL,,,,,0.375,2025-08-29T12:13:44.229276,OK,ISIN:FR001400IE67->MHM@SMART,MARKET_OPEN (12:07)
NACON,FR0013482791,NACON,Euronext Paris,EUR,0.938,2025-08-22,0.938,383847.0,365598.929,NACON,SMART,0.78,HISTORICAL,,,,,0.78,2025-08-29T12:13:45.102702,OK,ISIN:FR0013482791->NACON@SMART,MARKET_OPEN (12:07)
NANOBIOTIX,FR0011341205,NANO,Euronext Paris,EUR,8.42,2025-08-22,8.42,518688.0,4423570.085,NANO,SMART,7.8149999999999995,REALTIME_MARKET,7.8,7.83,206756.0,7.85,,2025-08-29T12:13:45.773257,OK,ISIN:FR0011341205->NANO@SMART,MARKET_OPEN (12:07)
NEURONES,FR0004050250,NRO,Euronext Paris,EUR,42.7,2025-08-22,42.7,2446.0,103937.45,NRO,SMART,40.8,HISTORICAL,,,,,40.8,2025-08-29T12:13:46.647743,OK,ISIN:FR0004050250->NRO@SMART,MARKET_OPEN (12:07)
NEXANS,FR0000044448,NEX,Euronext Paris,EUR,137.0,2025-08-22,137,88906.0,12088294.2,NEX,SMART,131.05,REALTIME_MARKET,131.0,131.2,52092.0,131.05,,2025-08-29T12:13:47.314609,OK,ISIN:FR0000044448->NEX@SMART,MARKET_OPEN (12:07)
NEXITY,FR0010112524,NXI,Euronext Paris,EUR,11.1,2025-08-22,11.1,87535.0,966596.925,NXI,SMART,8.87,HISTORICAL,,,,,8.87,2025-08-29T12:13:48.196623,OK,ISIN:FR0010112524->NXI@SMART,MARKET_OPEN (12:07)
NOKIA,FI0009000681,NOKIA,Euronext Paris,EUR,3.686,2025-08-22,3.686,242988.0,895109.358,NOKIA,SMART,3.634,REALTIME_MARKET,3.634,3.634,2095342.0,3.634,,2025-08-29T12:13:48.867185,OK,ISIN:FI0009000681->NOKIA@SMART,MARKET_OPEN (12:07)
NR21,FR0014001PV6,NR21,Euronext Paris,EUR,40.0,2025-08-22,40,1.0,40.0,NR21,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0014001PV6->NR21@SMART,MARKET_OPEN (12:07)
NRJ GROUP,FR0000121691,NRG,Euronext Paris,EUR,7.3,2025-08-22,7.3,880.0,6404.54,NRG,SMART,7.16,REALTIME_MARKET,7.16,7.22,740.0,7.16,,2025-08-29T12:13:50.447051,OK,ISIN:FR0000121691->NRG@SMART,MARKET_OPEN (12:07)
OENEO,FR0000052680,SBT,Euronext Paris,EUR,9.26,2025-08-22,9.26,5159.0,47772.74,SBT,SMART,9.52,HISTORICAL,,,,,9.52,2025-08-29T12:13:51.316696,OK,ISIN:FR0000052680->SBT@SMART,MARKET_OPEN (12:07)
ONWARD MEDICAL,NL0015000HT4,ONWD,"Euronext Brussels, Amsterdam, Paris",EUR,5.06,2025-08-22,5.06,114812.0,571624.88,ONWD,SMART,5.26,REALTIME_MARKET,5.25,5.27,150408.0,5.24,,2025-08-29T12:13:51.982486,OK,ISIN:NL0015000HT4->ONWD@SMART,MARKET_OPEN (12:07)
OPMOBILITY,FR0000124570,OPM,Euronext Paris,EUR,14.1,2025-08-22,14.1,165868.0,2324128.68,OPM,SMART,13.76,HISTORICAL,,,,,13.76,2025-08-29T12:13:52.877807,OK,ISIN:FR0000124570->OPM@SMART,MARKET_OPEN (12:07)
ORANGE,FR0000133308,ORA,Euronext Paris,EUR,14.48,2025-08-22,14.48,3606771.0,52244762.165,ORA,SMART,13.7975,REALTIME_MARKET,13.795,13.8,2332140.0,13.7975,,2025-08-29T12:13:53.551464,OK,ISIN:FR0000133308->ORA@SMART,MARKET_OPEN (12:07)
OREGE,FR0010609206,OREGE,Euronext Paris,EUR,0.329,2025-08-22,0.329,28378.0,8857.714,OREGE,SMART,0.322,HISTORICAL,,,,,0.322,2025-08-29T12:13:54.417356,OK,ISIN:FR0010609206->OREGE@SMART,MARKET_OPEN (12:07)
OSE IMMUNO,FR0012127173,OSE,Euronext Paris,EUR,6.32,2025-08-22,6.32,56736.0,364103.38,OSE,SMART,6.23,REALTIME_MARKET,6.215,6.23,32485.0,6.23,,2025-08-29T12:13:55.087269,OK,ISIN:FR0012127173->OSE@SMART,MARKET_OPEN (12:07)
OVH,FR0014005HJ9,OVH,Euronext Paris,EUR,10.02,2025-08-22,10.02,68861.0,690399.92,OVH,SMART,10.38,HISTORICAL,,,,,10.38,2025-08-29T12:13:55.951814,OK,ISIN:FR0014005HJ9->OVH@SMART,MARKET_OPEN (12:07)
PAREF,FR0010263202,PAR,Euronext Paris,EUR,39.0,2025-08-22,39,29.0,1131.0,PAR,SMART,37.2,REALTIME_MARKET,37.2,37.6,2.0,37.2,,2025-08-29T12:13:56.525638,OK,ISIN:FR0010263202->PAR@SMART,MARKET_OPEN (12:07)
PARROT,FR0004038263,PARRO,Euronext Paris,EUR,9.08,2025-08-22,9.08,13076.0,117785.34,PARRO,SMART,8.26,HISTORICAL,,,,,8.26,2025-08-29T12:13:57.410778,OK,ISIN:FR0004038263->PARRO@SMART,MARKET_OPEN (12:07)
PASSAT,FR0000038465,PSAT,Euronext Paris,EUR,4.73,2025-08-22,4.73,216.0,1018.5,PSAT,SMART,4.76,REALTIME_MARKET,4.76,4.8,182.0,4.76,,2025-08-29T12:13:58.089742,OK,ISIN:FR0000038465->PSAT@SMART,MARKET_OPEN (12:07)
PATRIMOINE ET COMM,FR0011027135,PAT,Euronext Paris,EUR,25.0,2025-08-22,25,1421.0,34635.4,PAT1,SMART,24.4,HISTORICAL,,,,,24.4,2025-08-29T12:13:58.963720,OK,ISIN:FR0011027135->PAT1@SMART,MARKET_OPEN (12:07)
PERNOD RICARD,FR0000120693,RI,Euronext Paris,EUR,101.85,2025-08-22,101.85,357181.0,36365324.5,RI,SMART,99.00999999999999,REALTIME_MARKET,99.0,99.02,749875.0,98.9955,,2025-08-29T12:13:59.624000,OK,ISIN:FR0000120693->RI@SMART,MARKET_OPEN (12:07)
PERRIER (GERARD),FR0000061459,PERR,Euronext Paris,EUR,85.0,2025-08-22,85,78.0,6626.8,PERR,SMART,83.8,HISTORICAL,,,,,83.8,2025-08-29T12:14:00.500316,OK,ISIN:FR0000061459->PERR@SMART,MARKET_OPEN (12:07)
PEUGEOT INVEST,FR0000064784,PEUG,Euronext Paris,EUR,79.4,2025-08-22,79.4,4249.0,336267.0,PEUG,SMART,77.30000000000001,REALTIME_MARKET,77.2,77.4,2392.0,77.5,,2025-08-29T12:14:01.165298,OK,ISIN:FR0000064784->PEUG@SMART,MARKET_OPEN (12:07)
PHAXIAM Tx,FR001400K4B1,PHXM,Euronext Paris,EUR,0.1005,2025-08-22,0.1005,68779.0,7086.67,PHXM,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR001400K4B1->PHXM@SMART,MARKET_OPEN (12:07)
PIERRE VAC BSA ACT,FR001400B4H9,VACBS,Euronext Paris,EUR,0.045,2025-08-22,0.045,8757.0,427.565,VACBS,SMART,0.044,REALTIME_MARKET,0.044,0.05,7126.0,0.044,,2025-08-29T12:14:02.686266,OK,ISIN:FR001400B4H9->VACBS@SMART,MARKET_OPEN (12:07)
PIERRE VAC BSA CRE,FR001400B4G1,VACBT,Euronext Paris,EUR,0.5,2025-08-22,0.5,1500.0,676.62,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,MARKET_OPEN (12:07)
PIERRE VACANCES,FR0000073041,VAC,Euronext Paris,EUR,1.688,2025-08-22,1.688,54395.0,91070.06,VAC,SMART,1.578,HISTORICAL,,,,,1.578,2025-08-29T12:14:04.367800,OK,ISIN:FR0000073041->VAC@SMART,MARKET_OPEN (12:07)
PLANISWARE,FR001400PFU4,PLNW,Euronext Paris,EUR,18.2,2025-08-22,18.2,47854.0,868753.71,PLNW,SMART,18.52,HISTORICAL,,,,,18.52,2025-08-29T12:14:08.638774,OK,ISIN:FR001400PFU4->PLNW@SMART,MARKET_OPEN (12:07)
PLAST.VAL LOIRE,FR0013252186,PVL,Euronext Paris,EUR,1.275,2025-08-22,1.275,19908.0,24982.125,PVL,SMART,1.47,HISTORICAL,,,,,1.47,2025-08-29T12:14:14.846444,OK,ISIN:FR0013252186->PVL@SMART,MARKET_OPEN (12:07)
PLUXEE,NL0015001W49,PLX,Euronext Paris,EUR,19.03,2025-08-22,19.03,75412.0,1427783.5,PLX,SMART,17.44,HISTORICAL,,,,,17.44,2025-08-29T12:14:20.667573,OK,ISIN:NL0015001W49->PLX@SMART,MARKET_OPEN (12:07)
POXEL,FR0012432516,POXEL,Euronext Paris,EUR,0.323,2025-08-22,0.323,297107.0,93795.4165,POXEL,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0012432516->POXEL@SMART,MARKET_OPEN (12:07)
PROACTIS SA,FR0004052561,PROAC,Euronext Paris,EUR,0.065,2025-08-22,0.065,123725.0,7595.304,PROAC,SMART,0.0605,HISTORICAL,,,,,0.0605,2025-08-29T12:14:32.655153,OK,ISIN:FR0004052561->PROAC@SMART,MARKET_OPEN (12:07)
PUBLICIS GROUPE SA,FR0000130577,PUB,Euronext Paris,EUR,80.74,2025-08-22,80.74,493136.0,39709583.44,PUB,SMART,78.7,HISTORICAL,,,,,78.7,2025-08-29T12:14:33.529004,OK,ISIN:FR0000130577->PUB@SMART,MARKET_OPEN (12:07)
QUADIENT,FR0000120560,QDT,Euronext Paris,EUR,16.72,2025-08-22,16.72,44687.0,739389.58,QDT,SMART,16.06,HISTORICAL,,,,,16.06,2025-08-29T12:14:34.409980,OK,ISIN:FR0000120560->QDT@SMART,MARKET_OPEN (12:07)
RAMSAY GEN SANTE,FR0000044471,GDS,Euronext Paris,EUR,9.96,2025-08-22,9.96,22.0,219.12,GDS,SMART,10.0,HISTORICAL,,,,,10.0,2025-08-29T12:14:35.289582,OK,ISIN:FR0000044471->GDS@SMART,MARKET_OPEN (12:07)
REMY COINTREAU,FR0000130395,RCO,Euronext Paris,EUR,56.3,2025-08-22,56.3,49046.0,2755303.85,RCO,SMART,54.1,REALTIME_MARKET,54.05,54.15,68780.0,54.1,,2025-08-29T12:14:35.950662,OK,ISIN:FR0000130395->RCO@SMART,MARKET_OPEN (12:07)
RENAULT,FR0000131906,RNO,Euronext Paris,EUR,33.56,2025-08-22,33.56,656892.0,21967675.35,RNO,SMART,33.54,REALTIME_MARKET,33.53,33.55,651237.0,33.54,,2025-08-29T12:14:36.639055,OK,ISIN:FR0000131906->RNO@SMART,MARKET_OPEN (12:07)
REXEL,FR0010451203,RXL,Euronext Paris,EUR,28.21,2025-08-22,28.21,739944.0,20807502.095,RXL,SMART,27.76,HISTORICAL,,,,,27.76,2025-08-29T12:14:37.461977,OK,ISIN:FR0010451203->RXL@SMART,MARKET_OPEN (12:07)
ROBERTET,FR0000039091,RBT,Euronext Paris,EUR,859.0,2025-08-22,859,310.0,266047.0,RBT,SMART,831.5,REALTIME_MARKET,830.0,833.0,1110.0,831.5,,2025-08-29T12:14:38.134559,OK,ISIN:FR0000039091->RBT@SMART,MARKET_OPEN (12:07)
ROBERTET CDV 87,FR0000045619,CBR,Euronext Paris,EUR,96.0,2025-08-22,96,1.0,96.0,CBR,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000045619->CBR@SMART,MARKET_OPEN (12:07)
ROBERTET CI,FR0000045601,CBE,Euronext Paris,EUR,742.9,2025-08-22,742.9,1.0,742.9,CBE,SMART,700.0,HISTORICAL,,,,,700.0,2025-08-29T12:14:39.931550,OK,ISIN:FR0000045601->CBE@SMART,MARKET_OPEN (12:07)
ROCHE BOBOIS,FR0013344173,RBO,Euronext Paris,EUR,34.5,2025-08-22,34.5,108.0,3721.0,RBO,SMART,32.8,HISTORICAL,,,,,32.8,2025-08-29T12:14:40.796608,OK,ISIN:FR0013344173->RBO@SMART,MARKET_OPEN (12:07)
RUBIS,FR0013269123,RUI,Euronext Paris,EUR,29.18,2025-08-22,29.18,70760.0,2063375.97,RUI,SMART,28.16,HISTORICAL,,,,,28.16,2025-08-29T12:14:41.669489,OK,ISIN:FR0013269123->RUI@SMART,MARKET_OPEN (12:07)
S.E.B.,FR0000121709,SK,Euronext Paris,EUR,68.05,2025-08-22,68.05,33665.0,2286821.15,SK,SMART,63.0,HISTORICAL,,,,,63.0,2025-08-29T12:14:42.546266,OK,ISIN:FR0000121709->SK@SMART,MARKET_OPEN (12:07)
SAFRAN,FR0000073272,SAF,Euronext Paris,EUR,290.5,2025-08-22,290.5,397641.0,115703529.2,SAF,SMART,287.6,REALTIME_MARKET,287.5,287.7,264436.0,287.6,,2025-08-29T12:14:43.215153,OK,ISIN:FR0000073272->SAF@SMART,MARKET_OPEN (12:07)
SAINT GOBAIN,FR0000125007,SGO,"Euronext Paris, Amsterdam, Brussels",EUR,98.16,2025-08-22,98.16,581660.0,56744320.67,SGO,SMART,92.86,HISTORICAL,,,,,92.86,2025-08-29T12:14:44.075825,OK,ISIN:FR0000125007->SGO@SMART,MARKET_OPEN (12:07)
SAINT JEAN GROUPE,FR0000060121,SABE,Euronext Paris,EUR,19.6,2025-08-22,19.6,10.0,196.0,SABE,SMART,19.4,REALTIME_CLOSE,,,,,19.4,2025-08-29T12:14:44.739105,OK,ISIN:FR0000060121->SABE@SMART,MARKET_OPEN (12:07)
SAMSE,FR0000060071,SAMS,Euronext Paris,EUR,146.0,2025-08-22,146,32.0,4670.5,SAMS,SMART,144.6,HISTORICAL,,,,,144.6,2025-08-29T12:14:45.741617,OK,ISIN:FR0000060071->SAMS@SMART,MARKET_OPEN (12:07)
SANOFI,FR0000120578,SAN,Euronext Paris,EUR,87.34,2025-08-22,87.34,1361481.0,119274829.39,SAN1,SMART,84.6,HISTORICAL,,,,,84.6,2025-08-29T12:14:46.602341,OK,ISIN:FR0000120578->SAN1@SMART,MARKET_OPEN (12:07)
SARTORIUS STED BIO,FR0013154002,DIM,Euronext Paris,EUR,177.85,2025-08-22,177.85,51326.0,9121720.875,DIM,SMART,175.325,REALTIME_MARKET,175.25,175.4,14773.0,175.448,,2025-08-29T12:14:47.278335,OK,ISIN:FR0013154002->DIM@SMART,MARKET_OPEN (12:07)
SAVENCIA,FR0000120107,SAVE,Euronext Paris,EUR,63.0,2025-08-22,63,597.0,37705.6,SAVE,SMART,62.0,HISTORICAL,,,,,62.0,2025-08-29T12:14:48.166946,OK,ISIN:FR0000120107->SAVE@SMART,MARKET_OPEN (12:07)
SCBSM,FR0006239109,CBSM,Euronext Paris,EUR,9.1,2025-08-22,9.1,147.0,1310.2,CBSM,SMART,8.96,HISTORICAL,,,,,8.96,2025-08-29T12:14:49.032519,OK,ISIN:FR0006239109->CBSM@SMART,MARKET_OPEN (12:07)
SCHNEIDER ELECTRIC,FR0000121972,SU,Euronext Paris,EUR,215.4,2025-08-22,215.4,727484.0,156569845.8,SU,SMART,211.3,HISTORICAL,,,,,211.3,2025-08-29T12:14:49.895146,OK,ISIN:FR0000121972->SU@SMART,MARKET_OPEN (12:07)
SCOR SE,FR0010411983,SCR,Euronext Paris,EUR,28.96,2025-08-22,28.96,242397.0,7024289.16,SCR,SMART,27.9,HISTORICAL,,,,,27.9,2025-08-29T12:14:50.727010,OK,ISIN:FR0010411983->SCR@SMART,MARKET_OPEN (12:07)
SECHE ENVIRONNEM.,FR0000039109,SCHP,Euronext Paris,EUR,104.0,2025-08-22,104,1407.0,145681.2,SCHP,SMART,92.4,REALTIME_MARKET,92.4,92.5,6456.0,92.4,,2025-08-29T12:14:51.397147,OK,ISIN:FR0000039109->SCHP@SMART,MARKET_OPEN (12:07)
SEGRO PLC,GB00B5ZN1N88,SGRO,Euronext Paris,EUR,9.989,2025-08-22,10.3,3.0,30.9,SGRO,SMART,7.3,HISTORICAL,,,,,7.3,2025-08-29T12:14:52.383791,OK,ISIN:GB00B5ZN1N88->SGRO@SMART,MARKET_OPEN (12:07)
SELCODIS,FR0000065492,SLCO,Euronext Paris,EUR,0.29,2025-08-22,0.29,2074.0,601.46,SLCO,SMART,,NO_DATA,,,,,,,NO_PRICE_DATA,ISIN:FR0000065492->SLCO@SMART,MARKET_OPEN (12:07)
