name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_spread_pct,ibkr_liquidite,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
ALTEN,FR0000071946,ATE,Euronext Paris,EUR,65.9,2025-08-29,65.9,23616.0,1562430.25,ATE,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0000071946->ATE@SMART,WEEKEND
ALUMEXX N.V.,NL0012194724,ALX,Euronext Amsterdam,EUR,1.42,2025-08-29,1.42,2002.0,2804.43,ALX,SMART,1.42,HISTORICAL,,,,,1.42,,,2025-08-31T13:42:18.536920,OK,ISIN:NL0012194724->ALX@SMART,WEEKEND
AMG,NL0000888691,AMG,Euronext Amsterdam,EUR,26.26,2025-08-29,26.26,133981.0,3548270.82,AMG,SMART,26.3,HISTORICAL,,,,,26.3,,,2025-08-31T13:42:19.769502,OK,ISIN:NL0000888691->AMG@SMART,WEEKEND
AMPLITUDE SURGICAL,FR0012789667,AMPLI,Euronext Paris,EUR,6.2,2025-08-29,6.2,150.0,930.0,AMPLI,SMART,6.26,HISTORICAL,,,,,6.26,,,2025-08-31T13:42:21.020443,OK,ISIN:FR0012789667->AMPLI@SMART,WEEKEND
AMUNDI,FR0004125920,AMUN,Euronext Paris,EUR,63.15,2025-08-29,63.15,169725.0,10718215.4,AMUN,SMART,63.12,HISTORICAL,,,,,63.12,,,2025-08-31T13:42:22.285297,OK,ISIN:FR0004125920->AMUN@SMART,WEEKEND
ANTIN INFRA PARTN,FR0014005AL0,ANTIN,Euronext Paris,EUR,11.4,2025-08-29,11.4,18301.0,210210.18,ANTIN,SMART,11.48,HISTORICAL,,,,,11.48,,,2025-08-31T13:42:23.517646,OK,ISIN:FR0014005AL0->ANTIN@SMART,WEEKEND
APERAM,LU0569974404,APAM,"Euronext Amsterdam, Brussels, Paris",EUR,25.94,2025-08-29,25.94,136841.0,3547540.82,APAM,SMART,25.89,HISTORICAL,,,,,25.89,,,2025-08-31T13:42:24.768374,OK,ISIN:LU0569974404->APAM@SMART,WEEKEND
ARAMIS GROUP,FR0014003U94,ARAMI,Euronext Paris,EUR,5.5,2025-08-29,5.5,45145.0,250921.99,ARAMI,SMART,5.55,HISTORICAL,,,,,5.55,,,2025-08-31T13:42:25.994066,OK,ISIN:FR0014003U94->ARAMI@SMART,WEEKEND
ARCADIS,NL0006237562,ARCAD,Euronext Amsterdam,EUR,39.42,2025-08-29,39.42,152768.0,6030288.04,ARCAD,SMART,39.6,HISTORICAL,,,,,39.6,,,2025-08-31T13:42:27.243493,OK,ISIN:NL0006237562->ARCAD@SMART,WEEKEND
ARCELORMITTAL SA,LU1598757687,MT,"Euronext Amsterdam, Paris",EUR,28.46,2025-08-29,28.46,1292656.0,36787384.85,MT,SMART,28.47,HISTORICAL,,,,,28.47,,,2025-08-31T13:42:28.489716,OK,ISIN:LU1598757687->MT@SMART,WEEKEND
ARGAN,FR0010481960,ARG,Euronext Paris,EUR,64.7,2025-08-29,64.7,13743.0,890237.3,ARG,SMART,64.85,HISTORICAL,,,,,64.85,,,2025-08-31T13:42:29.736478,OK,ISIN:FR0010481960->ARG@SMART,WEEKEND
ARGENX SE,NL0010832176,ARGX,Euronext Brussels,EUR,604.0,2025-08-29,604,93983.0,56833727.7,ARGX,SMART,603.6,HISTORICAL,,,,,603.6,,,2025-08-31T13:42:30.983240,OK,ISIN:NL0010832176->ARGX@SMART,WEEKEND
ARKEMA,FR0010313833,AKE,Euronext Paris,EUR,60.6,2025-08-29,60.6,156406.0,9475457.975,AKE,SMART,60.5,HISTORICAL,,,,,60.5,,,2025-08-31T13:42:32.248683,OK,ISIN:FR0010313833->AKE@SMART,WEEKEND
ARTEA,FR0012185536,ARTE,Euronext Paris,EUR,11.2,2025-08-29,11.2,204.0,2284.8,ARTE,SMART,11.2,HISTORICAL,,,,,11.2,,,2025-08-31T13:42:33.496226,OK,ISIN:FR0012185536->ARTE@SMART,WEEKEND
ARTMARKET COM,FR0000074783,PRC,Euronext Paris,EUR,4.15,2025-08-29,4.15,7878.0,33423.06,PRC,SMART,4.15,HISTORICAL,,,,,4.15,,,2025-08-31T13:42:34.745155,OK,ISIN:FR0000074783->PRC@SMART,WEEKEND
ARTOIS NOM.,FR0000076952,ARTO,Euronext Paris,EUR,9150.0,2025-08-29,9150,1.0,9150.0,ARTO,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0000076952->ARTO@SMART,WEEKEND
ARVERNE GROUP,FR001400JWR8,ARVEN,Euronext Paris,EUR,5.25,2025-08-29,5.25,7895.0,42266.4,ARVEN,SMART,5.26,HISTORICAL,,,,,5.26,,,2025-08-31T13:42:37.245103,OK,ISIN:FR001400JWR8->ARVEN@SMART,WEEKEND
ARVERNE WARRANT,FR0014003AC4,ARVBS,Euronext Paris,EUR,0.05,2025-08-29,0.05,133110.0,6655.5,ARVBS,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0014003AC4->ARVBS@SMART,WEEKEND
ASCENCIO,BE0003856730,ASCE,Euronext Brussels,EUR,49.85,2025-08-29,49.85,6660.0,332073.2,ASCE,SMART,49.96,HISTORICAL,,,,,49.96,,,2025-08-31T13:42:39.658525,OK,ISIN:BE0003856730->ASCE@SMART,WEEKEND
ASM INTERNATIONAL,NL0000334118,ASM,Euronext Amsterdam,EUR,410.7,2025-08-29,410.7,139701.0,57905175.5,ASM,SMART,411.3,HISTORICAL,,,,,411.3,,,2025-08-31T13:42:40.907471,OK,ISIN:NL0000334118->ASM@SMART,WEEKEND
ASML HOLDING,NL0010273215,ASML,Euronext Amsterdam,EUR,636.6,2025-08-29,636.6,575674.0,369507801.65,ASML,SMART,638.3,HISTORICAL,,,,,638.3,,,2025-08-31T13:42:42.157194,OK,ISIN:NL0010273215->ASML@SMART,WEEKEND
ASR NEDERLAND,NL0011872643,ASRNL,Euronext Amsterdam,EUR,59.28,2025-08-29,59.28,284349.0,16860010.5,ASRNL,SMART,59.34,HISTORICAL,,,,,59.34,,,2025-08-31T13:42:43.389903,OK,ISIN:NL0011872643->ASRNL@SMART,WEEKEND
ASSYSTEM,FR0000074148,ASY,Euronext Paris,EUR,44.9,2025-08-29,44.9,7409.0,335586.95,ASY,SMART,44.7,HISTORICAL,,,,,44.7,,,2025-08-31T13:42:44.667399,OK,ISIN:FR0000074148->ASY@SMART,WEEKEND
ATEME,FR0011992700,ATEME,Euronext Paris,EUR,6.3,2025-08-29,6.3,7842.0,49761.32,ATEME,SMART,6.3,HISTORICAL,,,,,6.3,,,2025-08-31T13:42:48.525925,OK,ISIN:FR0011992700->ATEME@SMART,WEEKEND
ATENOR,BE0003837540,ATEB,Euronext Brussels,EUR,3.3,2025-08-29,3.3,3554.0,11675.04,ATEB,SMART,3.27,HISTORICAL,,,,,3.27,,,2025-08-31T13:42:54.528386,OK,ISIN:BE0003837540->ATEB@SMART,WEEKEND
ATLAND,FR0013455482,ATLD,Euronext Paris,EUR,44.2,2025-08-29,44.2,12.0,530.4,ATLD,SMART,44.2,HISTORICAL,,,,,44.2,,,2025-08-31T13:43:00.531298,OK,ISIN:FR0013455482->ATLD@SMART,WEEKEND
ATOS,FR001400X2S4,ATO,Euronext Paris,EUR,43.68,2025-08-29,43.68,99542.0,4439472.345,ATO,SMART,43.87,HISTORICAL,,,,,43.87,,,2025-08-31T13:43:06.534891,OK,ISIN:FR001400X2S4->ATO@SMART,WEEKEND
AUBAY,FR0000063737,AUB,Euronext Paris,EUR,45.5,2025-08-29,45.5,6793.0,311448.75,AUB,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0000063737->AUB@SMART,WEEKEND
AUGROS COSMETIC,FR0000061780,AUGR,Euronext Paris,EUR,5.55,2025-08-29,5.55,119.0,660.45,AUGR,SMART,5.54,HISTORICAL,,,,,5.54,,,2025-08-31T13:43:19.086358,OK,ISIN:FR0000061780->AUGR@SMART,WEEKEND
AUREA,FR0000039232,AURE,Euronext Paris,EUR,5.82,2025-08-29,5.82,19.0,110.58,AURE,SMART,5.82,HISTORICAL,,,,,5.82,,,2025-08-31T13:43:20.360994,OK,ISIN:FR0000039232->AURE@SMART,WEEKEND
AVANTIUM,NL0015002IE0,AVTX,"Euronext Amsterdam, Brussels",EUR,13.896,2025-08-29,13.896,291392.0,4122426.074,AVTX,SMART,13.88,HISTORICAL,,,,,13.88,,,2025-08-31T13:43:21.610489,OK,ISIN:NL0015002IE0->AVTX@SMART,WEEKEND
AVENIR TELECOM,FR001400CFI7,AVT,Euronext Paris,EUR,0.0376,2025-08-29,0.0376,142936.0,5305.0124,AVT,SMART,0.0376,HISTORICAL,,,,,0.0376,,,2025-08-31T13:43:22.859624,OK,ISIN:FR001400CFI7->AVT@SMART,WEEKEND
AXA,FR0000120628,CS,Euronext Paris,EUR,39.79,2025-08-29,39.79,2839423.0,112971853.755,CS,SMART,39.81,HISTORICAL,,,,,39.81,,,2025-08-31T13:43:24.136926,OK,ISIN:FR0000120628->CS@SMART,WEEKEND
AYVENS,FR0013258662,AYV,Euronext Paris,EUR,9.465,2025-08-29,9.465,414638.0,3918008.205,AYV,SMART,9.464,HISTORICAL,,,,,9.464,,,2025-08-31T13:43:25.386723,OK,ISIN:FR0013258662->AYV@SMART,WEEKEND
AZELIS GROUP,BE0974400328,AZE,Euronext Brussels,EUR,12.74,2025-08-29,12.74,305464.0,3905369.32,AZE,SMART,12.81,HISTORICAL,,,,,12.81,,,2025-08-31T13:43:26.645281,OK,ISIN:BE0974400328->AZE@SMART,WEEKEND
AZERION,NL00150006Z9,AZRN,Euronext Amsterdam,EUR,1.375,2025-08-29,1.375,14687.0,19906.33,AZRN,SMART,1.376,HISTORICAL,,,,,1.376,,,2025-08-31T13:43:27.898803,OK,ISIN:NL00150006Z9->AZRN@SMART,WEEKEND
AZERION WARRANTS,NL00150007A0,AZRNW,Euronext Amsterdam,EUR,0.0005,2025-08-29,0.0005,333.0,0.17,AZRNW,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:NL00150007A0->AZRNW@SMART,WEEKEND
B&S Group,LU1789205884,BSGR,Euronext Amsterdam,EUR,5.9,2025-08-29,5.9,9323.0,54935.61,BSGR,SMART,5.91,HISTORICAL,,,,,5.91,,,2025-08-31T13:43:30.329023,OK,ISIN:LU1789205884->BSGR@SMART,WEEKEND
BAINS MER MONACO,MC0000031187,BAIN,Euronext Paris,EUR,106.0,2025-08-29,106,164.0,17359.0,BAIN,SMART,106.0,HISTORICAL,,,,,106.0,,,2025-08-31T13:43:31.574263,OK,ISIN:MC0000031187->BAIN@SMART,WEEKEND
BALYO,FR0013258399,BALYO,Euronext Paris,EUR,0.388,2025-08-29,0.388,922.0,359.616,BALYO,SMART,0.388,HISTORICAL,,,,,0.388,,,2025-08-31T13:43:32.807084,OK,ISIN:FR0013258399->BALYO@SMART,WEEKEND
BAM GROEP KON,NL0000337319,BAMNB,Euronext Amsterdam,EUR,7.615,2025-08-29,7.615,637730.0,4858528.155,BAMNB,SMART,7.618,HISTORICAL,,,,,7.618,,,2025-08-31T13:43:34.039073,OK,ISIN:NL0000337319->BAMNB@SMART,WEEKEND
BANIJAY GROUP,NL0015000X07,BNJ,Euronext Amsterdam,EUR,8.85,2025-08-29,8.85,1393.0,12134.65,BNJ,SMART,8.84,HISTORICAL,,,,,8.84,,,2025-08-31T13:43:35.271340,OK,ISIN:NL0015000X07->BNJ@SMART,WEEKEND
BANIJAY GROUP WARR,NL0015000H56,BNJW,Euronext Amsterdam,EUR,0.25,2025-08-29,0.25,163.0,40.75,BNJW,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:NL0015000H56->BNJW@SMART,WEEKEND
BANIMMO A,BE0003870871,BANI,Euronext Brussels,EUR,3.14,2025-08-29,3.14,32569.0,102425.16,BANI,SMART,3.14,HISTORICAL,,,,,3.14,,,2025-08-31T13:43:37.718241,OK,ISIN:BE0003870871->BANI@SMART,WEEKEND
BANQUP GROUP,BE0974371032,BANQ,Euronext Brussels,EUR,4.06,2025-08-29,4.06,31985.0,130394.9,BANQ,SMART,4.06,HISTORICAL,,,,,4.06,,,2025-08-31T13:43:38.998619,OK,ISIN:BE0974371032->BANQ@SMART,WEEKEND
BARBARA BUI,FR0000062788,BUI,Euronext Paris,EUR,3.82,2025-08-29,3.82,2.0,7.64,BUI,SMART,,NO_DATA,,,,,,,,,NO_PRICE_DATA,ISIN:FR0000062788->BUI@SMART,WEEKEND
BARCO,BE0974362940,BAR,Euronext Brussels,EUR,14.03,2025-08-29,14.03,43669.0,614900.14,BAR,SMART,14.07,HISTORICAL,,,,,14.07,,,2025-08-31T13:43:41.558047,OK,ISIN:BE0974362940->BAR@SMART,WEEKEND
BASIC-FIT,NL0011872650,BFIT,Euronext Amsterdam,EUR,24.98,2025-08-29,24.98,110339.0,2766713.11,BFIT,SMART,25.28,HISTORICAL,,,,,25.28,,,2025-08-31T13:43:42.805555,OK,ISIN:NL0011872650->BFIT@SMART,WEEKEND
BASSAC,FR0004023208,BASS,Euronext Paris,EUR,57.4,2025-08-29,57.4,370.0,21170.4,BASS,SMART,57.4,HISTORICAL,,,,,57.4,,,2025-08-31T13:43:44.088717,OK,ISIN:FR0004023208->BASS@SMART,WEEKEND
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,26.05,2025-08-29,26.05,3682.0,96797.8,BLC,SMART,26.1,HISTORICAL,,,,,26.1,,,2025-08-31T13:43:45.367084,OK,ISIN:FR0000035370->BLC@SMART,WEEKEND
BE SEMICONDUCTOR,NL0012866412,BESI,Euronext Amsterdam,EUR,115.1,2025-08-29,115.1,422160.0,49094114.1,BESI,SMART,115.66,HISTORICAL,,,,,115.66,,,2025-08-31T13:43:49.077760,OK,ISIN:NL0012866412->BESI@SMART,WEEKEND
BEKAERT,BE0974258874,BEKB,Euronext Brussels,EUR,38.4,2025-08-29,38.4,28160.0,1085107.85,BEKB,SMART,38.46,HISTORICAL,,,,,38.46,,,2025-08-31T13:43:55.073414,OK,ISIN:BE0974258874->BEKB@SMART,WEEKEND
BELYSSE GROUP,BE0974314461,BELYS,Euronext Brussels,EUR,1.02,2025-08-29,1.02,13419.0,13734.69,BELYS,SMART,1.03,HISTORICAL,,,,,1.03,,,2025-08-31T13:44:01.069307,OK,ISIN:BE0974314461->BELYS@SMART,WEEKEND
